Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149,Col150
257.75,210.78,241.79,134.29,115.03,225.77,115.02, ,233.90,261.43,57.64,251.38, ,117.37, ,89.55,254.37,236.61,53.07,171.69,76.37,92.39,240.70,275.99,165.93,193.67,136.03,29.22,273.90,204.78,2.10, ,256.47,5.87,189.70, , ,24.32,259.45,13.70,161.29,52.89,18.14,207.22,209.46,243.35,199.42,91.45,103.01,30.38,234.29,56.82,87.14,65.36,266.45,233.55,203.52,198.93,166.68,191.11,100.79,165.49, ,256.95,271.21,224.35,239.16,136.91,231.57,296.87, ,75.93,12.24, ,211.17,64.84,92.22,118.10,6.47,94.89,12.28,268.28, ,207.44,283.10,12.63,135.83,85.65,202.51,191.21,9.05,165.50,184.54,144.47,12.94,206.11,275.06,244.64,118.41,292.74,291.04,2.65,296.16,38.62,186.19,299.33,22.15,221.61,171.30, ,184.24, ,160.60,196.25,215.60,257.33,116.15,213.70,75.24,207.10,108.52,43.69,288.53,272.68,272.53,276.21,28.22,214.47,8.98,294.07,125.37, ,241.53, ,60.33,256.48,88.88,60.72,172.86,198.40,259.39,289.51,161.38,240.67,206.56,186.57,174.23,152.04,253.47,53.78
26.84,281.24,75.27,248.29,91.22,93.66,17.63,286.20,100.90, ,7.45, ,208.08,153.37,57.91,111.94,120.65,121.94,254.50,143.86,145.34,49.49,285.68,22.16,246.13,198.74,130.51,42.42,126.02,98.71, ,210.65, ,49.43, ,3.93,69.04,160.10, ,99.10,23.35,261.67,244.31,170.47,235.67,113.42,108.67,245.61, ,241.22,172.20,159.77,73.55, ,233.65,39.08,222.72,154.00,31.90,44.80,173.14,115.25,42.16,198.68,35.22,229.00,193.65,129.58,61.32,152.64,291.32,27.72, ,181.72,286.04,143.23,153.17,3.66,165.86, ,153.63, ,82.63,253.51,62.20,131.73,175.93,111.91, ,25.96, ,124.39,16.17,196.23,91.32, ,257.18,47.48,90.26,193.45,60.85,85.07,95.59,260.07,17.57, ,43.53,112.86,57.31,135.54,298.38,153.42,184.04,54.93,71.14,188.30,223.11,179.07,247.75,267.31,102.30,246.76,44.51,13.75,188.66, , ,76.15,194.48,189.65,255.05,111.67,54.80,295.52,42.02,18.60,113.31,4.35,266.74,119.69,150.68,129.78, ,205.94,89.86, , ,121.19,150.94,20.06
260.06,227.73,272.54,16.63,241.41,60.18,196.39,140.96,170.46,100.12,161.81,242.53,229.25,131.53,28.27, ,288.34, ,191.67,130.70,171.51,285.00,62.39,272.36,86.14, ,186.25,112.15,161.75,5.49,109.96,253.75,51.59,67.08,133.76,75.92,16.65,27.07,210.43,220.70,294.60,64.11,282.74,257.09,154.69,69.97,48.26,226.21,265.82, ,99.58,121.00, ,269.03,103.41,77.17,293.23,87.63,252.62, ,209.71, ,172.29,52.96,8.56, ,274.38,65.47,110.88,215.61,155.50,69.37,161.49,28.20,181.11,185.88,19.15, ,107.46,151.18, ,159.74,208.84,112.04,208.09,160.79,188.88,208.01,51.26,51.73,2.75,165.00,184.32,284.23,291.60, ,152.02, ,291.60,195.71,23.72,26.55,227.49,200.81,173.68,204.99,31.52,158.25,96.37, ,80.59,72.27,295.08,173.27,215.89,252.37,246.40,46.08,283.65,31.72,135.19,24.12,15.31,218.86,28.23, ,108.82,64.75,49.75,14.81,204.93,58.78,183.89,270.53,98.58,46.52,67.23,241.85,45.61,46.69,201.93,249.92, ,14.67,112.53,167.10,208.64,277.72,288.47,103.62
 ,35.66,108.96,80.10,230.73,224.52, ,126.45,33.07,48.34,289.49,51.45,79.81,261.17,93.18,150.19,252.91,232.45, ,35.35,201.20,208.51,243.51,252.16,24.73,277.39,78.86,123.92,218.08,196.62,177.19,125.79,99.17,6.43,17.61,184.66,7.86,44.51,84.83,180.42,86.04,182.03,296.08,100.34, ,296.96,267.15,15.55,242.39,47.56,200.38,228.91,97.20,163.69,106.91,228.99, , ,98.50,82.88,211.64,194.41,186.79,51.83,202.69,85.11,38.47,39.60,104.67,289.46,185.37, , ,12.83,201.15,186.43,215.78,281.06,6.67,271.75,70.18, ,155.29,91.18,164.29,245.45,48.02,186.45,42.55,157.22,201.96,4.10,184.33,167.05,108.84,266.26,105.07,220.05,265.40, ,129.69,46.60,117.81,17.23, ,18.04,120.64,87.96,106.00, ,273.05,35.76,233.06,113.01,123.15,39.16,174.53,204.17,299.63,181.55,284.17,34.90,5.15,191.55,60.89,56.82,130.64,41.88,295.68,137.47,228.27,253.21,45.48,23.93,179.36,61.97,89.98,267.12,51.76,225.03,22.52,146.59,74.42,216.87,43.36,188.92,230.98,74.43,299.51,21.57
 ,83.54,93.80,9.53,232.16,113.96,190.72,191.40,170.23,260.76,123.23,129.24,246.08, , ,270.88,244.11, ,27.65,65.26,201.69,140.22,68.16,260.61,76.44,34.20,265.25,279.53,103.76,226.43, ,148.97,211.30,195.77,120.74,248.02,289.62,169.01,270.39,20.12,130.48,168.56,289.87,266.32,246.84,196.65,284.37,68.00,138.71,78.44, ,26.47,41.32,157.25,199.08,120.95,41.78,201.99,135.44,294.89,291.91, ,13.89,47.94,215.65,45.67,146.09,20.55,138.70,291.58,148.32, ,181.75,206.05,273.23, ,268.12,120.72,149.48, ,197.42,239.34,262.17, ,59.54,64.49,203.22,137.76,258.95,233.30,104.29,176.85,145.86,292.94,148.69,101.20,39.84,111.71,279.87,54.07,299.11,237.65,174.62,253.88,273.66,37.19,204.22,223.74,59.00,16.66,59.10,80.07,135.56,222.86,236.91,154.85,95.48,138.36,167.92,103.68,279.42,219.53,54.90,233.71,59.95,21.59,68.23,218.00,293.43,19.22,117.78,166.37,266.56,183.36,96.97,276.06,127.91,260.03,38.86,296.70,144.11,217.86, ,135.85,113.38,135.34,94.48,210.09, ,214.82
110.45,178.15,88.18,282.09,188.86,241.95,119.75,203.86,298.40,173.46,137.19,249.86,244.65, ,252.39,5.83,45.68,21.65,105.81,114.28,216.57, ,102.14,182.03,292.58,29.81,294.95,16.20, ,260.85,138.92,139.32,56.75,162.38,17.19, ,131.47, ,266.69,124.81,100.22,214.24,160.62,275.60,96.48,75.53,124.50,270.58,59.21,148.83,105.72,189.78,297.49,234.50,230.17,185.84, ,100.07,50.74,286.63,276.83,153.89,31.55,4.75,127.55,144.20,137.80, ,49.63,250.90,271.89,43.44,211.46,257.80,284.31,209.12,114.99,216.56,147.71, ,143.08,185.99,161.58,297.50,73.42,51.38,277.11,100.99,143.90,92.64,18.87,275.51,45.77, ,194.93,282.99, ,95.43,69.74,258.62,57.49,72.47, ,49.57,190.57,185.22,277.04,244.00,227.12,253.61,23.61,258.18,197.38,102.03,110.39,90.82,116.53,250.10,212.43,266.72, ,151.94,161.12,272.13,30.68,22.56,21.27,7.66,68.47,129.90,158.69, ,36.32,114.34,230.87,286.10,129.77,49.53,31.30,130.03, ,127.69,233.25,293.91,176.83,289.22, ,147.90,254.53,201.14
170.65,95.64,29.60, ,79.14,58.23,213.34,116.00,281.30,189.99,290.17,37.58,73.55,127.29,255.16,170.36,182.17,119.67,31.97, ,111.10,124.08,41.73,159.33,263.86,272.75,198.76,276.64,113.12,5.43, ,16.95,256.46,255.05,238.05, , ,98.12,127.98,291.31,0.78,74.41,46.83,108.13,290.11,199.51,291.71,199.81,234.54,207.78,232.40,176.61,149.73,3.18,116.19,88.25,68.57,26.34,176.13,201.79,120.75,133.63,83.15,121.12,189.71,207.28,174.73,175.71,58.63,2.16,173.38,291.79,253.08,57.34,152.61,295.46,60.43,85.81,162.53,161.27,235.83,174.35,152.45,135.01,228.95,85.89,227.59,44.27,95.81,9.87,60.74,221.77,134.42,264.75,214.52,49.19,194.58, ,47.02,95.91,202.55, ,4.87,121.67,41.32,150.76,165.89,56.53,32.67,95.25, ,9.77, ,160.11, ,121.01,134.23,23.16,149.99,41.66,188.81, ,106.29,103.17,153.06,59.85,50.65,183.16,164.86,175.64,24.64,145.98,170.50,112.85,212.88,248.94,68.81,275.51,281.31,147.28,238.39,20.11,62.22,227.59,209.88, ,234.53,98.04,9.99,137.08
73.82,166.22,85.89,272.86,187.28, ,21.66,15.41,278.97,245.03,4.72,9.78,89.45,54.82, , , ,76.55,267.84,286.92,148.74,14.73,11.33,57.68,138.41,280.24,44.48,220.77,196.58,288.84, ,102.52,148.11,281.68,21.11, ,74.84,84.39,109.22,212.57,96.99,266.34,267.03,264.02,210.22,65.34,206.47,1.58,145.82, ,283.50,17.72,150.79, ,240.36,288.23,67.03, ,33.37,170.95,126.47,254.41,124.09, ,121.80,5.14,209.90,251.12,116.13, ,207.04,77.01,239.97, ,25.20,207.56,4.81,14.11,206.16,187.65, ,9.45,199.88,124.58,228.19,114.42,247.09,239.17,128.63,254.03,204.34,210.39,92.70,106.10, ,107.29,127.94, ,42.63, ,167.21,258.63,14.61,224.74,185.23,164.70,202.86,268.72,77.92,83.44,166.80,8.37,283.61,276.11,178.95,67.41,78.20,23.81,272.09,128.87,197.37, ,100.23, ,90.98,251.11,179.08,114.11,91.99,23.78,134.69,246.12,248.89,228.14,117.12,221.25,57.55,239.57,218.86,169.65,39.69,184.25,238.66,106.24,96.09,98.76,32.75,132.88,69.20,254.34
261.25,132.32,294.21,298.03,172.57,222.90,288.43,131.04,105.52,257.75,67.30,132.38,101.39,81.68,26.28,56.90,211.61, ,205.82,4.35,133.68,41.79,160.46,176.98,254.46,45.31,181.56,288.44,203.21,63.28,279.99,130.70,10.92,273.84,281.04,35.63,150.22,160.67,226.37,98.23, ,143.54,33.46,25.33,148.57,78.34,259.03,53.06,188.56,200.39,54.02,140.93,28.79, , ,144.73,137.70,218.96, ,252.43,87.78,75.16,45.84, ,223.48,252.40,123.56,217.35,31.37,46.33,276.65,99.64,142.80,146.93, ,209.38,145.17,281.68, ,27.52,89.84, , ,63.05,195.03,269.59,38.69,286.57,91.66,136.71,23.54,296.22,193.02,87.28,292.08,254.17,225.47,270.60, ,33.65,281.28,255.49,52.74,194.26,63.06,204.77,4.01,293.73,81.44,33.41,296.22,225.80,266.49,286.42,56.05,146.30,34.12,245.02, ,139.28,136.25,59.70,123.75,127.50,29.55,103.29,127.85,226.98,110.80,130.10,252.83, ,290.17,219.28,271.14,74.46, ,194.21,262.49,133.88,87.84,221.63,164.61, ,91.59,146.23,23.25, ,173.42,231.37
154.21, ,146.68,154.91,135.22,237.90,174.55,241.02,249.52,202.59, ,294.18,13.81,215.40,223.76,66.17,146.52,21.68, ,262.70,42.46,70.95,251.10,8.25,283.48,24.26,256.76,180.25, ,162.80,36.87,153.13,241.68,23.42,175.00,226.06,132.94,276.22,275.08,121.55,205.20,191.45, ,83.28,185.00,134.32,25.79,102.44,162.56,152.24, ,242.72,182.36, ,158.59,51.02,10.51,285.51,109.67,125.92, ,10.92,182.60,207.66,62.67,266.03, ,91.95,131.45,24.20,219.87,96.06,263.09,189.11, ,298.78,22.33, ,33.25,256.26,281.26,56.14,25.77,206.49, ,37.94,86.92,181.51,41.11,232.79,41.52,44.10,206.75,232.04,99.67,236.66,286.90,149.29,22.16,211.14,132.91,101.52,194.12, ,235.23,122.32,176.96,127.02,210.46,149.30,293.11, ,86.26,123.93,146.50,5.74,285.98,6.72,58.47,70.53,136.08,70.32,82.94,46.01, ,239.45,175.35,4.45,18.82,126.81, ,272.91,50.43,98.76,46.38,257.99,105.23, ,175.55,105.83,59.08,234.06,255.54, ,259.99,249.92,239.10, ,212.01,149.50
263.17,217.28,164.63,225.64,57.09,271.76,50.76, ,284.81,224.50,260.47,206.51,290.77,114.68,57.63,239.34,242.27,145.81,10.62,288.31,237.10,241.09,140.26,68.99,1.30,219.29,177.98,172.15,271.42,258.60,265.94, ,208.21,103.39,54.55,259.20,220.51, ,20.53,236.89,14.03,83.01,199.96,59.12, ,30.54,88.36,24.88,17.18,30.23,203.97,103.98,108.65,211.87,45.02,10.50,114.85,217.55,148.65, ,220.76,137.83,96.66, ,82.96,237.69,35.18,197.97,4.83,163.64,80.24,17.52,43.19,39.43,180.53,139.29, ,147.59,88.56,23.07,27.21,30.84,272.86,38.37,177.34,275.65,125.22,111.56,227.50,255.40,124.45,27.53,252.33,237.92, ,260.99,146.59,164.89,171.53,25.35,214.73,259.19,195.56,120.32,70.99,66.92,188.70,286.77,162.73,238.89,281.27,37.67,98.55,114.84,239.95,253.62,210.53, , , ,283.77,127.29,284.53,236.72,73.29,57.66,176.58,216.45, ,44.31,201.50,145.11,299.34,296.14,11.53,15.95,143.36,195.12,218.10,128.10,54.94,170.69,242.38,206.57,130.92,193.87,110.03,173.87,137.70,19.23
29.60,217.06,268.74,64.33,93.83, ,148.76,170.56,200.60,45.46,133.45,113.31,106.37,39.74, ,209.75,139.22,270.15,112.30,168.46,125.73,69.06,111.05,296.16,227.88, ,147.33,291.73,298.00,112.93,13.84,247.50,242.13,218.95, ,157.85,175.79,129.16,109.18,272.14,190.15,104.03,47.35,177.27,234.16,120.92,289.21, ,238.02,106.26,164.37,14.82,281.20,160.41,107.57,198.19,290.77,16.94,145.57,53.57,187.26,274.47,18.15,78.58,64.26,113.14,290.25,259.88,126.35,197.51,220.92,146.84,193.93,87.99,116.87,193.05,170.51,163.30,65.82,144.83,126.72,58.72,85.93,88.44,138.90,146.21,81.65,271.50,156.83,15.07,201.05,277.84,75.64,260.22,83.02,271.55,63.02, ,148.95,115.16,187.77,207.44, , ,219.08,57.32,173.42,179.62,8.86,157.18,211.40,233.02, ,142.77,0.47, , ,284.66,237.11,197.08,268.54,103.77,154.89,0.30, ,81.84,213.15, ,124.55,277.78,207.88,220.45,290.04,257.69,138.50,60.47,79.48,133.14,155.89,265.59,173.93, , ,140.70,113.45,114.73,106.24,211.77,230.96,175.55
176.51,83.44,49.63,265.98, ,121.87,11.77,44.73,216.09,80.02,226.87,207.88,151.51,229.87,161.44,53.75,8.18,133.53, ,296.45,0.20,33.02,54.40, ,293.73,29.15,20.31,119.02,274.12,158.68,148.72,35.66,70.21,270.27,289.00,200.19,87.89,233.16, ,244.23, ,171.40,64.70,159.78,119.91,154.25,37.89, ,73.55,68.91,175.71,106.39, ,6.53,115.66,10.19,183.92,103.83,88.56,247.04, ,66.95,206.50,120.14,44.24,114.91,11.08,85.80,254.03,124.00,74.29,15.53, ,200.33,2.93,159.54, ,211.80,19.48,62.46,27.77,33.30, ,44.38,5.64,87.34,285.84,38.57,108.20, , ,216.76,297.42,250.04,288.09,254.13,29.42,134.16,127.05,55.96,110.15,33.27,25.89,290.17,68.64,290.21,106.89,65.83,283.26,38.96,282.83,77.74,86.84,148.37,188.75,85.32,265.94,196.39,137.70,56.28,284.92,272.11,253.45,196.13,53.82,208.06, ,285.81,15.01,197.27,86.46, ,85.37,132.80,59.36,168.32,176.84, , ,245.06,186.89,52.29,76.28,277.36,246.16,19.47,223.54,230.34,262.59,92.68
297.46, ,165.78,242.74,129.82,264.08,278.58,297.69,181.54,196.65,204.20, ,48.07,153.84, ,116.42,264.27,291.57,277.71,84.01,176.36,12.13,159.23,245.71,209.99,114.95,13.25,29.55,67.22,72.55,47.59,39.73,100.79,128.19,188.64,298.94,126.03,205.45,1.78,142.18,278.41, ,291.66,47.97,43.50,282.93,271.56,128.85, ,160.15,51.19,23.81,113.80,61.20,135.10,170.40,274.75,234.40,140.47,41.13,254.19,33.78,236.65,172.16,178.38,31.69,81.10,279.71,205.33,214.14, ,84.54,78.64,252.10,73.83, ,124.68, ,158.46,14.69,32.44, ,64.75,172.11,21.95,40.75,192.72,267.70,39.43,75.25, ,147.06,100.30,171.30,38.04,77.56, ,110.00,36.45,253.96,20.61,60.37,203.18,16.24,249.71, ,24.96,93.80,75.08,132.03,111.37,276.14,222.80,298.93,106.50,164.25, ,140.16,255.65,28.52,214.23, ,70.52, ,164.32,131.12,7.25, ,177.32,58.72,123.70,10.41,231.34, ,125.64,20.69,58.16,53.18,27.45,42.91,136.79,205.87,265.64,45.41,90.43,194.14,222.76,200.95,183.13,98.22
90.44,90.06,168.13,120.98,223.99,226.22,71.11,28.69, ,74.11,135.63,66.32,95.92,227.13,201.25, , ,93.18,0.07,34.14,62.76,67.30,155.93,297.76,156.78,33.22,206.70,104.05,195.02,291.13,148.86,124.90,102.40,61.98,159.86,245.79,25.84,149.27,141.17,169.79,181.55,228.83,71.85,61.26,232.86,89.02,244.78,277.69,131.99,149.65,135.79,214.47,108.52,43.39,210.77,247.64,116.18,180.57, ,241.83,142.23,243.92,239.00,201.63,289.83,135.83, ,231.27,238.71,259.88,289.49,195.28,262.97,113.61,199.49, ,54.39,79.59,89.15,156.14,4.77,232.08,127.64,71.87,247.87,283.66,101.15,125.25,117.28,151.89,36.19, ,90.58,125.78,129.21,245.02,149.14,52.07,218.62,61.61,9.10,226.06,274.42,64.32,197.64,164.58,237.22,204.64, ,30.41,208.71,61.70,23.92,80.76,71.31,75.26,151.10, ,90.17,20.12,235.64, ,100.23, ,139.67,20.55,11.27,127.89,198.93, ,51.62,223.63,79.35,136.63,247.43,20.61,96.51,106.02,230.63,90.49,45.92,243.92,82.62,92.99,280.08,178.64,186.93,154.63,101.16,196.72
67.65,218.96, ,24.98,23.06,268.92,277.14,190.35,122.88,35.22,251.58,270.19,171.74,137.92,173.62,34.73,196.82,141.16,44.50,239.41,97.36,14.00, ,204.35,71.47,51.95,127.43,133.20,208.49,248.64,79.27,81.24,274.64,142.64,77.80,275.02,106.13,159.36,131.94,197.35,239.56,66.43,286.07,177.72,105.29,241.07,204.17,186.03,55.60, ,133.41,189.45,143.57, ,24.20,201.84,108.14,170.86,208.39,74.20,51.49,212.47,64.04,14.85,295.45,278.74,203.86,99.32, ,172.12,183.95, ,105.51,64.00,59.55,133.29,58.50,13.23,177.33,87.61,27.35,262.64,292.94,22.28,49.14,264.38,65.99,292.50, , ,147.86,28.89,119.52,165.93,58.37,210.02, , ,229.05,243.46, ,265.74,113.73,278.63,213.77,176.13,246.08,233.13,261.52, ,48.91, ,107.28,94.13,58.90,182.30,274.96,21.57,118.55,88.48,18.92,117.04,87.51,127.68,294.96,234.92,138.10,230.43,138.59,198.64,56.05,154.47,185.24,271.71,11.34,100.97,62.44,225.31,281.13,170.59,142.18,22.41,120.63,225.67,277.39,156.71,205.25,64.45,187.23,94.27
96.34,228.83,113.25,8.73,207.13,70.47,284.82,29.60,45.73,64.66,79.58,56.55,232.55,75.32,157.15,18.35,64.84,112.27,101.33,272.47,0.31,57.78,135.83,90.58,42.65,204.67,76.61,107.07,82.22,128.94, ,147.29,116.83,5.14,195.80,267.39,126.45,262.04,146.16,202.15,92.07,232.39,134.00,21.38,275.84,272.11,255.77,108.09,213.87,67.52,239.37,13.93,45.25,177.39,25.38,219.13,136.93,31.77,45.13,114.10,256.93, ,212.70,44.26,119.47,52.83, ,87.74,162.67, ,40.06,244.41,243.54,256.52,93.64,140.19,41.55,103.72,97.33,33.35,1.73,299.09,81.96,142.29, ,275.29,298.67,188.47,243.23,74.79,43.98,178.48,43.80,294.50,136.96, ,278.55,57.72,67.20,73.58,164.71,184.78,30.87,297.23,127.71,223.93,291.54,44.48,269.97,176.82, ,187.74,199.61,104.15, ,243.83,177.08,283.03,217.31,246.34,163.04,162.10,240.05,13.16,35.96,68.63,124.65,100.51,189.30, ,66.55,219.05,145.56,0.42,244.90, ,159.44,227.80,264.34,175.18,152.38,260.63,123.92,210.70,256.35,225.33,166.56,150.62,39.37,184.36
123.12, ,282.56, ,4.09,196.18,17.88,90.41,269.56,63.78,138.76,280.27, ,146.83,102.32,297.26,215.13,103.67,44.58,189.85, ,230.24,269.58, ,59.99,287.19,290.41,113.07,147.72,262.25,135.05,25.32,45.11,76.37,54.26,235.00,193.85,174.35,294.90,180.57,49.10,29.20,35.21, ,182.94,12.30,154.49,202.80,121.98,63.17,197.51,205.76,77.96,15.96,225.97,121.46,187.52,10.06,24.43,277.08,171.76,84.85,66.24,13.05,130.90,158.98,260.34,170.02,295.81,279.19,24.41,202.63,89.87,138.97,65.02,21.67, ,106.52,171.68,276.08,225.08,218.88,12.63,123.52,279.42,30.12,33.92,103.83,220.65,84.83,81.53,56.62,6.31,281.33,257.33,237.89,9.71,135.90,140.38,73.27, ,103.40,2.83,124.84,154.82,33.52,222.89,246.39,240.71,222.53,66.86,56.59,189.64,85.17,53.74,285.25, ,88.65,16.34,19.40,177.64,298.54,83.64,13.80,173.65,247.36,190.20,48.94,16.93,224.65,16.04,214.16, ,2.81,299.09,103.54, ,264.29, ,47.92,284.48, ,107.82,61.60,147.41,137.50,72.84,93.25,31.39, 
14.14,62.60,35.86,277.34,130.42,209.81,135.60,251.10,2.11,266.45,118.62, ,282.96,199.80,238.71,83.62,245.33,279.77,129.71,235.90,276.33,278.64,11.50,105.77, ,76.99,175.19,259.79,178.56,212.63,48.33, ,265.50,132.25, , ,91.17,30.79,159.51,222.17,182.37,87.35,104.93,232.60, , ,179.10,158.06,87.88, , ,91.04,298.64,266.47,122.37,157.31,6.70, ,189.07,240.24,212.37,179.08,140.32,92.01,282.57,267.75,98.16,75.49,19.76,69.15,36.61,266.89,73.12,171.38,153.81,208.67,22.01,279.09,212.26,42.20,296.99, ,95.15,254.76,50.83,266.99,205.61,127.30,106.52,95.48,27.48,277.37,229.11,72.76,277.38,133.63,140.86,51.48,174.64,133.85,175.25,85.89,134.23,4.95,86.86,9.46, ,286.84,236.65,280.77, ,124.63,201.55,5.29,201.51,259.28,105.41,136.19,215.38, ,220.33,191.33,220.64,28.30,213.68,259.43,293.03,19.08,190.33,160.03,186.08,102.64,145.37,57.62,152.54,141.13,239.22,93.65,38.13,67.34,86.90,146.25,15.55,234.67,149.90,49.24,134.65, ,280.02,15.03
241.59,157.81, ,190.27,142.16,230.06,180.22, ,26.47,251.81,31.55,41.71,206.92,260.90,35.09,147.84,257.59,93.20,103.89,5.67,217.65,142.06,114.30,63.40,255.91,32.57,172.89,113.70,151.96,138.61,15.51,237.18,75.87,88.49, ,94.16,23.54,233.83,142.54,214.08,48.76,15.88,102.19,149.93, ,224.53,129.18,7.05,213.14,96.75, ,202.64,54.46,124.04,76.85,81.15, ,129.91, ,166.14, , ,204.41,240.59,127.24,232.07,93.77,290.36,277.69,191.20,119.17,20.44,281.82,186.95,231.50,197.47,129.60,113.70,251.45,259.03,234.92,272.29,206.11,124.09,155.65,215.94,30.53,170.83,37.97,244.05,164.97,67.09,94.91, ,46.36,287.61,170.00,97.34,84.82,22.78,215.63,184.56, ,120.94,80.95,119.07,128.37, ,195.46,261.42,7.18,11.33,132.84,173.50,80.02,290.16,226.94, , ,96.25,232.44,290.42,276.60,219.72,181.92,239.24,191.43,151.13,241.21,84.10,214.14,73.03, ,299.98,107.79, ,17.26,63.88,135.27,23.08,1.12,170.17, ,61.60,199.48,127.98,48.47,97.59,15.72,179.51
112.01,127.18, ,171.11,12.22,122.73,61.37,240.31,64.20,293.15, ,257.52,71.58,21.65,218.58,171.07,53.08,85.39,1.45,51.37,102.16,206.42,119.12,77.77,94.47,43.81, ,1.33,26.14,146.07,225.90,66.38,236.53, ,116.79,199.31,134.60,225.91,138.95,71.28,95.70,283.15,211.20,140.84,263.85,181.68,74.07,225.54,1.66,207.43,25.91,286.60,108.23,201.52, ,272.81,53.24,147.04,49.76,33.59,48.60,267.06,255.82,133.29,33.84, ,152.29,68.06,294.70,51.40,123.45,169.03,62.18,134.39,57.34,288.51,267.73,109.77,126.09,8.78,175.80, ,28.09,209.33,245.96,218.38,209.07,11.21,289.50, ,244.43,249.94,218.86,103.21,93.16,170.59, ,46.39, ,74.48,159.88, ,245.49,258.41,87.17,50.98,288.43,21.10,31.71,283.43,57.25, ,286.55,144.48,229.05,46.36, ,206.24, ,151.74,8.39,192.02,57.27,266.44,289.79,170.76, ,120.15,26.51,287.63,7.18,138.22,129.81,4.42,86.76,187.79,62.79,83.63,251.36,7.25, ,38.26,285.95,81.32,79.21,274.66,251.20,126.60,187.92, 
223.98,80.70,246.72,5.85,184.30,82.67,47.61,229.81,110.74,90.10,61.73,72.43,285.32,176.71,18.47,33.48,200.17,54.21,257.67,177.24,17.26,33.52,84.70,73.65,245.86,293.21,197.87,57.70,196.19,190.38, ,223.86,279.64,211.31,295.71,3.77,288.62,171.21,48.38,127.14,80.41,237.03,188.76,145.70,198.86,262.32,159.58,270.62,224.23,265.76,153.29,57.63,233.22,195.40,63.39, ,143.80, , , ,165.12,274.13, ,236.46,17.19,148.11,46.87,122.19,183.33,24.45,24.95,220.64,16.68,231.98,256.61,92.27, ,169.77,23.54, ,201.03,192.04,200.99,79.19,205.73,114.90,287.76,183.46,146.40, ,78.37,108.20,152.89,132.36,99.93,50.03,56.93,61.36,295.59,185.26,206.00,133.66,135.54, ,43.94,219.78,198.27,3.73,133.29,203.44,70.66,205.98,116.26,1.34,296.16,107.60,207.61,148.58,90.92,63.42,241.98,30.39,263.60,211.33,4.85,252.84,174.11,15.48,159.39,212.71,18.43, ,226.04,19.07,66.61,33.24, ,16.44,223.38,265.98,76.93,249.49,46.33,188.59,113.97,78.63,203.54,47.00,23.11,93.09
89.29,26.18,17.37,222.62,22.67,75.47, ,24.96,205.75,17.97, ,65.95,289.22,143.27,43.51,58.90,159.32,70.84,138.95,228.13,28.96,250.17,50.41, ,179.78,277.96,282.90,263.70,229.71, ,265.93,38.74,113.30,173.02, ,11.97, ,73.53,262.48,105.75,133.29,192.67, ,90.41,153.59, ,83.30, ,49.23,71.73, ,269.78,261.42,259.04,65.01,235.08,56.28,40.37,275.97,38.19,23.45,42.66, ,125.96,63.33,28.84,249.25,104.84,67.55,155.38,223.18,236.40,244.23,291.04,253.20,171.99,247.54,184.92,72.05,89.96,186.07,270.44,224.93,31.65,233.44,293.80,74.98,107.29,207.43,153.01,22.42,2.89,66.71,295.05, ,85.01,84.76,244.59, ,19.87,121.22,138.77, ,213.75, ,232.97,15.57, ,37.99,116.18,177.70,2.99,202.67,290.62,291.81,207.51,255.08,241.77,298.02,18.33,102.02,144.74,251.13,167.96,41.71,297.06,288.12,235.88,88.05,178.22,161.71,200.41,244.99,25.19,198.97,154.78,279.08,55.66,230.24,219.32, ,216.38,195.88,127.24,4.48,264.89,215.45,284.75,295.61,57.43
