Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
230.51,157.90,157.85, , ,145.05,263.62,159.14,261.16,145.43,83.38,167.24,243.00,211.39,103.96,117.34,248.40,35.13,18.33,95.93,115.57,265.26,148.40,238.67,120.00,114.04,121.60,145.31,214.61,139.52,111.83,196.85,4.72, ,23.05,262.46,240.53,101.89,51.84,258.38,46.30,275.44,164.08,94.99, ,151.69,189.90,25.07,23.75,18.73,52.85,152.73,84.24,291.37, ,217.67,269.40,104.81,213.64,201.55,197.58,160.32, ,123.84,49.52,20.66,37.86,211.96,262.98,246.76,100.14,172.02,24.16, ,269.00,236.18,58.25,243.43,99.55,42.42, ,190.00,23.98, ,235.93,147.55, ,101.89,119.97,194.75,109.89, ,159.51,283.68,231.98,136.34,133.31,121.93,68.76,113.01,117.57,115.07,281.07,67.01,0.24,208.09,150.81,257.51,168.35,228.09,168.31,131.85,243.18,90.65,186.79,8.55,252.61,269.48,3.89,247.03
 ,155.12,228.22,106.02,93.60,166.63,215.52,25.78,174.23,7.79,166.34,194.72,164.07,140.18,22.22,44.78,254.08,174.87,125.16,120.85,28.11,112.69,218.53,160.77,118.03,278.93,80.03, ,244.10,295.25,214.20,86.63,125.99,115.42,111.70,129.14,124.42,143.16,35.14,228.83,99.65,106.83, ,280.48,121.52, ,163.37,106.24, ,232.23,142.63,48.25,69.66, , ,221.87,221.41,60.23,3.14, ,87.16,136.63,156.57,260.58,95.73,269.95,299.06, ,239.58,204.50,33.45,195.51,99.27,158.81,166.24,17.13,249.12,159.01,208.75,235.95, ,2.78,86.76,105.14,241.42,256.82,93.32,146.16,23.95,207.45,129.32,200.58, ,252.77,293.90,178.81,90.22, ,288.86, ,94.00,175.89,238.52, ,163.20,295.84,235.78,70.61,272.70,216.80,223.95,285.14,106.32,175.69,147.62,178.33,258.56,257.98,98.55,59.63
57.22,148.91,258.75, ,231.46,274.91,114.65,207.83,8.76,75.82,270.45,136.04,198.94,10.52,94.61,71.00,152.26,205.27,85.21,203.38,15.49,239.36,80.72,30.27,270.01,47.18,46.48,293.00,179.28,256.79,98.56,30.27,154.24,96.10,60.33,256.12,177.77,205.96,42.68, ,12.69,95.16,88.80,246.15, ,249.68, , ,18.78,299.06,97.37,112.48,94.64,233.51,264.09,230.90,75.70,19.46,74.03,206.82,218.76,210.07, ,41.63,250.82,215.74,0.83,236.32,105.53, ,77.94,231.50,275.77,287.71,125.22,267.84,114.14,273.07,55.04,65.84,155.92,187.46,270.12,216.07,3.89,220.68,190.00, ,165.77,78.37,284.60, ,16.64,15.44,278.46,194.81,42.20,13.59,30.48,128.01,112.36,167.55,213.72, ,4.38,44.61,84.32,222.85,45.84, ,35.55, ,230.35,41.27,213.44,11.56, ,258.12,230.83,42.56
183.22,148.93,272.39,190.87,154.53, ,31.62,82.98,31.70,87.02,294.42,43.90,197.62,264.10,73.66,249.70,272.99,67.13,149.88,270.39,153.33,198.91,107.05,72.13,295.24,211.72,159.62,295.64,98.44,264.39,49.50,90.30,91.57,102.01,156.24,92.93,146.83,194.53, ,266.66,268.97,4.34,285.44,254.26,58.40,7.07,263.50,20.80,12.73,88.00,34.47,47.11,7.23,238.57,12.68,53.73,31.04,240.28,18.02,59.16,108.54,6.92,287.38,58.02,205.95,254.29,6.43,284.47,40.35,274.77,128.26,34.68,86.57,175.78,169.51,181.01,1.17, ,288.54,108.11,121.60,242.95,260.55,46.49,284.69, ,37.73,277.48,257.10,47.38,168.64,67.83,194.93,237.57,57.54,53.12,274.81,289.14,267.80,83.33,218.18,191.00,150.67, ,107.77,75.69,101.17,8.48,187.50,88.38,135.01,185.65,216.41,170.34,160.70,36.58,22.00,293.72,240.12,6.22
94.73,288.55,74.48,46.71,74.51,94.51,76.69,90.73,173.05,246.34,64.89,136.47,72.38,64.80,292.39,60.39,152.93,283.02,45.97,189.39, ,283.90,241.51,120.72,137.10,180.95,146.68,7.31,236.26,298.38,129.89,9.15,222.32,200.04,104.06,39.13, ,23.03,36.10,75.24, , ,151.65,3.71,2.33,251.78,235.66, ,5.05,186.75,267.78,77.11,16.56,296.36,139.27,147.25,26.13,250.52,269.59,186.87,247.87,236.90,59.82, , ,47.13,292.25,30.97,86.74, ,83.10,24.87, ,151.22,123.87,243.29,47.27,78.58,254.32,82.85,152.91,79.01, ,71.26,115.45,1.68,26.22, ,51.09,27.58, ,151.45,122.19,51.32,23.50,206.67,129.31,191.88,299.81,54.08,6.86,211.69,32.51,93.32,289.00,81.74,91.00,195.35,178.11,165.53,293.13,240.58,293.01,92.05, ,146.13,231.24,275.57,48.18,33.10
202.48,184.08,36.19,289.15,295.39,114.91,228.95,137.57,180.11,143.44,194.41,236.81,5.24,65.43,125.87,155.76, ,39.85,79.91, ,29.28,47.11,49.50,31.29,27.45, ,170.89,51.52,21.15,165.71,242.59,59.40,74.90,84.84,209.90,271.87, ,124.38,38.21,44.35,60.96,280.91,242.68,269.58,86.39,268.86,89.35,79.33,262.89,215.30,76.99,49.50,274.07,166.47,47.76,81.78,282.62,26.78,127.93,28.45,143.11,234.25,185.30, , ,180.68,225.82,58.27,55.83,149.19,44.63,133.13,5.66,189.09,41.04,28.81,231.35,66.81,104.38,179.19,100.30,145.54,17.52,1.43, ,150.61,280.78,128.79,53.22,296.28,285.58,114.48,244.65,121.88, ,73.99,258.09,49.30,200.40,7.44,140.18, ,135.84,99.99,31.56,209.16,238.88,41.15, ,285.79,71.69,130.54,85.47,19.96,192.26,201.59,122.17,143.29, ,67.66
142.23,127.81, ,66.70,168.21,195.94,159.82,250.05,113.30,79.00,170.29,53.61,170.96, ,14.25,291.25,24.98,181.13,184.87,219.49,176.42,26.94,199.37,280.47, ,15.99,241.11,239.99,258.16,170.50,125.19,63.05,245.86,88.24,81.41,18.15,272.86,239.34,257.08,283.75,41.76, ,282.88,55.53,144.19,148.09,291.67,279.05,14.84,287.00,256.99,131.65,56.30,108.74,146.44,43.33,84.41,108.78, ,164.31, ,30.79,289.30,261.95,221.22,143.94,90.29,291.67,270.33,111.30,107.54,121.72,250.98,193.94,273.42,224.08,196.34, ,185.63,173.22,198.54,297.92,240.30,98.43, ,146.40,148.26,231.29,104.80,176.11,242.04, ,166.11,18.13,79.10,98.30,57.74,102.34,103.61,154.52,204.89,48.44,71.96,109.72,107.18,218.05,234.03,227.71, ,245.84,14.51,19.42, ,16.26,263.01,111.82,21.91,41.23, ,113.18
4.86,179.90,73.17,230.88,213.54,76.17,252.15,8.98,57.52, ,126.70,107.70,296.86,255.23,199.96,151.27,155.23,152.59,79.57,82.97,51.96,296.49,66.14,220.33,144.70,25.54,15.99,209.93,262.85,50.93, ,202.20,170.75,288.09,288.17,105.80, ,219.79, ,285.93,10.15,136.87,49.18,162.79,18.20,145.26,226.57,198.88,143.57,37.37,92.45,258.16,234.03,118.04,226.45,131.18,127.62,83.40,76.32,59.22,121.82,277.88,212.56,177.15,246.38,187.78,240.05,237.09,282.58,13.10,159.11,145.64,112.33,163.53,175.22, ,297.03,261.06,39.78,222.57,84.20,283.69,77.14,60.12, ,115.25,21.25,108.60,261.09,95.92,109.58,47.36,268.17,53.83,214.36,236.15,275.85,293.95,150.38,159.00,235.80,65.92,248.61,123.94,95.44,34.31,190.99,297.78,256.25,172.74,243.26, ,219.10,174.83,32.50, ,134.10, ,200.01,99.86
15.21,169.97,43.87,126.06,72.78,81.79,157.95,67.64,133.28, ,8.11,181.47,181.73,240.75,215.58,132.83,147.23,160.08,186.25,208.35,7.85,93.58, ,45.97,18.36,186.63,187.36,48.79,73.09, ,106.06,266.65,270.04,81.28,196.17,65.19,279.32,298.08,205.28, ,105.16,298.12,235.28,183.16,79.36,48.43,62.31,180.63,298.40,82.49, ,50.02,295.19,266.75,102.24,42.86,277.20,219.23,46.10,152.15,184.06,78.60,170.71,278.68,105.36,254.41, ,4.42,159.06,94.35, ,266.38,57.12,6.01,212.57, ,64.72,265.11,160.87,43.84,41.84,73.19,170.16,178.89,134.66,208.35,190.27,195.39,101.48,91.46,51.54,158.87, ,123.98,86.71,33.22, ,248.98, , ,134.79,293.73,160.83,198.46,246.44,136.56, ,228.02,284.36,284.61,297.43,90.01,295.73,138.68,72.21,168.71,101.20,185.07,152.43, 
 ,33.59,40.09,295.78,207.24,39.71,80.77,0.44,121.28,294.00,220.88,226.37,257.55,81.18,98.22,229.77, ,137.14,263.36,130.30,177.23,44.87,126.08,145.35,252.11,106.22,185.06,143.96,186.99,222.20,144.40,57.77,43.48,140.57,51.77,3.44,61.45,117.98,229.81,151.04,75.53,257.38,232.22,218.16,55.60,165.83,147.93,122.93,2.97,111.29,253.23,180.20,156.16,79.30,25.55,108.26,185.53,210.61,252.22,72.52,132.81,96.62,130.28,176.29,237.19,182.05,179.73,298.65,0.03,109.54,149.68,75.56,66.92,81.90,293.72,122.51,247.73,141.65,245.44,250.69,252.94,198.67,130.89,109.10,277.97,156.44,217.36,163.50,67.05,169.58,236.01,199.86,266.20,66.30,76.15,203.40,248.35,255.88,202.04,248.37,65.42,51.72,23.93,132.33,133.62,17.65,254.85,81.35,159.30,200.29,32.04,112.24,98.96,162.93,221.34,76.93,19.37,138.70,240.43,86.42
