Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146
87.84,111.49,232.45,270.08,258.00,299.54,236.39,80.62,192.41,286.39,77.66,174.91,201.07,132.35,7.29,91.55, ,203.04,23.34,222.67,142.72,171.19,182.34,17.94,148.61,135.25,225.64,16.64,247.98,47.82,133.58,193.88,261.09, ,284.42,103.96,124.37,27.27, ,283.47,81.10,227.62, ,153.26,290.45,211.24,116.54,250.32,207.46,247.83,60.34, ,164.30,110.41,115.60,146.45,251.74,231.16,143.91,32.62,195.43,18.42,217.87,262.50,239.46,152.44,201.87,229.89,173.03,280.37,212.41,87.71,54.37, ,198.28, ,5.46,177.47,131.44, ,93.93,295.33,152.40,137.33,169.07,110.13,183.87,121.79,186.47,65.06,29.46,129.18,268.80,283.06,79.89,48.55,78.37, ,230.77,246.62,152.13,278.00,33.99,183.30,263.24,109.74,198.69, ,4.28,246.21, ,26.09,83.10,144.12,9.20,110.04, , ,105.95,23.69,297.52,184.61,76.22,129.33,67.43,279.19,73.30,143.87,32.28,299.31, ,8.51,163.99,194.04,70.29,149.85,112.32,94.83, ,89.18,107.96,29.50,265.92, ,109.79,85.96
201.49,90.71,213.64,174.35,80.87,222.48,154.85,287.56,107.87,38.87,228.57,39.78,161.40, ,271.19,155.37,246.25,98.67,31.37, ,139.06,275.24,64.97,96.34,79.77,173.13, ,101.70,254.27,175.52, , ,141.60,154.68,159.91,244.11,6.72,30.34,249.95,205.94,188.21,159.82,131.59,6.91,292.58,50.71,58.02,14.82,279.72, ,139.63,231.57, , ,61.26,156.24,176.47,41.35,96.10,266.52,140.68, ,101.86,235.24,188.06,59.49,119.55,7.41,278.53,71.95,99.58,41.06,218.95,294.06,73.44,20.40,268.51,215.13,170.75,230.24,100.42,226.60,36.69,162.36,272.33,200.03,276.79,24.62,218.43,249.62,146.51,139.86, ,54.98,61.00, ,119.82,105.37,225.73,280.42,157.28,22.39,24.66,298.40,194.92,67.97, ,214.49,48.54,4.80,214.91,8.88, ,14.64,232.03,277.97,28.45,165.20,192.56,50.03,239.15,107.78,89.47,221.61,65.01,208.82,166.03,177.41, ,192.05,92.26,10.46,160.88,169.90,38.27,261.75, ,206.69,6.04,53.47,200.19,178.78,287.02,83.63,241.38,56.48
36.12, ,40.83,130.04,261.51,270.50,97.53,129.95,275.46,188.00,26.30, ,135.32,126.70,157.93,162.82,41.94,103.32,239.77,156.31, , ,121.00,122.15,167.81,65.87,144.69,20.23, ,155.55,177.57,2.60,237.32,287.60,20.32,76.03,170.18,288.04,47.52,16.95, , ,203.81,118.33, ,269.50,63.41,101.25,116.77,75.22,34.49,54.10,287.51,218.54,215.56,261.56,130.29,135.18,3.31,222.26,230.68,99.78,5.93,132.00,247.92,156.48,118.70,30.78,138.10,20.24,62.65,295.13,81.29, ,84.60,219.13, , ,60.48,116.82,209.89,209.43,95.99,235.81,222.62, ,171.94,198.34,44.06,127.53,23.78,209.96,43.52,260.71,231.14, ,192.65,210.74,65.60, , , ,216.56,157.98,105.70,23.08,249.79,275.12,275.01,150.47,55.74,172.95,149.78, , ,54.92,163.87, ,165.28,192.12,232.94,14.42,3.69,239.05,139.31,129.31,63.09,80.13,20.79,24.04,246.56,219.88,286.17,203.75,56.50,60.17, ,74.59,80.17,217.74, ,130.36,102.49,211.64,67.72,249.65
97.40, ,17.29,200.24,28.15,55.32,111.86,200.50,23.45,125.23,215.15, ,278.94,265.01,188.44,123.01,124.48,34.30,237.70,238.78,186.84,291.84,102.33,211.35,60.04,114.01,107.16,72.79,23.16,276.67,70.52,49.69,20.10,233.54,242.68,194.32,162.79,140.37,222.75,253.89,243.73,284.03,85.24,136.99, ,113.66,165.12,69.69,233.45,293.66,96.35,85.56,28.77,66.23,194.47,247.79,61.68,161.29,100.93,249.56,12.71, ,177.83,299.03,210.02,231.61, ,97.59,174.92,158.55,120.26, ,68.05,120.78,91.56,184.67,182.90,22.37,23.34,222.69,138.14, ,69.75, ,167.35,299.06,279.34,113.97,299.31,262.63, , ,53.44,63.86,244.43,182.46, ,105.15, ,237.85,194.32, ,61.67,288.42,271.96,169.36,227.95,266.96, ,21.15,167.56, ,112.00,220.27,157.67,69.93,263.27, ,135.09,238.23,212.93,99.68,162.97,69.52,70.96, ,92.11,99.04,256.84,48.37,290.81, ,60.74,165.79,64.83,220.40,128.60,296.67,274.90,32.28,73.98, ,5.45,81.00,72.47,15.53
214.96,26.88,67.08,283.27, , ,283.37, ,116.71,41.03,139.34,136.03,176.55,218.77,79.01,144.37,38.79,31.81,292.08,112.21,132.56, ,116.72,170.24,275.27,270.51,289.29,202.91,220.37,121.37,279.93,136.63,183.41,128.60,93.92,40.75,110.46,188.36,74.48,156.65,208.55,116.63,170.98,100.44,220.46,83.62,66.43,297.18,22.09,178.38,103.68,117.16, ,5.52,209.54,297.96,272.67,75.92,296.09,270.95,15.92,171.07,259.18, ,209.02,39.28,229.42,6.53,57.08,52.10,51.13,196.34,88.88,86.33,17.55, , ,197.71,276.07,82.27,27.52,180.79,78.70,209.75,156.79,226.83,165.22,25.10,288.37,83.02, ,100.57, ,205.57,126.80,268.23, ,295.75,129.81, ,240.02,64.31,239.12,5.70,269.09,165.90,144.79,32.17,49.49,221.88,142.88,136.69,257.75,106.87,215.52,137.20,141.70,252.36,192.65,185.16,288.86,119.20,299.97,51.82,140.04,4.52,22.37,94.03,226.93,138.26,70.31, ,212.01,250.35,69.61,177.99,197.27,50.55,229.02,82.74,41.95,282.99,78.81, ,58.94,19.80
193.58,172.65,2.11,141.93,119.23,172.93,247.62,101.12,30.99,61.28, ,117.72,69.86,116.66,255.47,208.56,61.37, ,252.94,74.94,295.72,145.21,244.74,270.63,71.37, , ,11.09,250.38,163.75,120.21, , ,261.06,49.36,280.36,260.50,97.18,249.47,124.88,35.22,240.07,97.14,239.24,82.86,111.78,36.53,299.11,219.98,93.95,219.89,271.65,129.61,136.62, ,261.50, ,57.01,153.02,202.33,262.37,281.89, ,18.41,230.89,226.12, ,195.47,25.57,291.35,235.95,234.26,89.47,293.60,120.90,0.63,238.89,8.41,37.15,239.19,171.09, , ,47.76,173.10,32.00,228.51,292.43,215.12,70.31,228.38,55.35,214.44,192.02,215.02,163.04,272.46,250.72,96.27, ,269.37,138.73,0.33,126.26,21.80,233.41,136.54,285.87,39.06,257.57,195.13,124.95,159.20,0.06,255.35,207.80,70.36,58.55,153.22,233.79, ,167.21,229.50,91.41, ,71.52,292.80,139.37,15.99,276.83, ,232.18,7.44,84.96,215.46,207.19,89.45,193.23,187.75,248.48,117.80,50.67,272.18,209.80,33.31,66.77
8.01,63.96, ,148.92,71.32,276.62,94.02,64.82,246.57,299.16, ,278.53,75.78,293.71,40.65,193.95,76.37,106.37,217.41,289.26,33.55,263.46,87.86,269.96,268.86,137.69,162.88,170.98,66.93, ,107.58, ,215.00,20.15,108.40,283.60,224.40,91.49, ,179.35,192.26,179.01, ,73.60,271.79, ,38.72,75.55,0.95,61.30,213.88,77.42,66.28,75.84,266.57, ,145.91,197.99,52.86,19.36,160.43,71.03,29.86,87.30,181.24,237.47,194.92,227.68,86.43,122.20,69.32,175.59,259.76,79.02,21.36,139.08,89.52,193.53,90.41,295.54,261.86,121.92,253.15,203.13, , ,209.44,111.25, , , ,215.93,179.98,222.71,103.83,255.29,223.24,218.76,197.97,16.81,104.92,257.88, ,283.21,140.44, ,277.35,297.60,249.10,207.59,239.34,4.64,234.64,130.74,122.78,5.17, ,110.09,41.33,124.77,8.54,119.01,242.55, ,135.83,22.71,105.39,54.84, ,289.47,287.42, ,16.13,0.29,258.12,140.92, ,165.47,296.27,68.79,268.96,74.64,236.62,7.93,172.89,55.34
155.89,5.24,58.89,16.89,111.39,299.41, ,164.88,250.51, ,189.32,228.07,20.87,82.02, ,254.92,118.70,2.67,122.52,220.36,36.14,87.19,78.25,213.57,56.67,92.49,53.40,298.90,231.70,99.39,226.96,107.28,171.59,207.13,129.21,269.90,206.33,124.68,168.39,227.70,202.32,295.90,231.02,273.09,158.40,123.22,126.79,131.03,40.45,292.49,165.65,35.01,19.49,56.56,197.93,112.94,4.46,55.97,103.64,98.19, ,221.42,228.33,178.42,192.37,219.20, ,181.60,154.21,256.73,88.96,195.03,254.91,10.74, ,114.38,233.16, ,154.58,69.83,2.24,198.87,215.74,1.05,57.95, ,14.68,87.38,261.07,124.25,0.02,295.52,175.08, ,16.58,14.63,89.75,82.94,235.68,249.53,96.01,92.00,22.15,181.80,119.11,15.74,171.11,275.19,25.95,176.32,287.12,128.93,207.81,65.50,210.54,80.23,22.51,100.97,30.28,236.15,153.86,129.05,102.76,10.47,8.10,171.24,77.74,72.11,212.04,129.05,152.64,129.14,81.51,219.81, ,155.95,66.74,90.23,210.60,102.18,202.57,210.54,66.71,269.90,122.75,181.31
260.15,74.47,172.10,55.10,217.47,245.06,18.90,75.92,229.75,268.80,167.07,30.12,90.05,286.05,107.53, ,67.68, ,202.97,237.20, , ,169.13, ,188.02,214.81, ,92.91,156.37,265.65,193.76,186.51,268.50,47.18,61.71,59.26,135.18,222.76,151.13,8.13,279.91,204.83,126.48,183.74,257.71,169.34,205.09,31.28,49.89,0.24, ,59.50, ,55.96, ,207.10,176.03,70.84,101.94,104.94,52.00,57.38,257.13,106.47,240.14,62.87,280.30,102.19,250.76, ,249.81, ,40.74,199.98,43.34,279.84,101.60,236.06,233.22,67.83,206.17,19.75,26.57,143.52, ,94.28, ,44.09, ,84.83,38.45,146.80,176.25,141.97, , ,141.30,68.78,30.51,200.74,103.32,143.07,240.64,81.80,281.44,214.73,223.83,262.68,293.56,65.71,47.01,136.48,121.20,69.30,282.02, ,85.34, ,17.42,231.69,187.73,219.59,279.40,55.65,214.06,81.02,184.74,276.63,16.35,226.49,249.54,55.69,293.85,95.13,38.00,110.49,239.95,28.20,173.51,161.44,133.07,67.33,70.49,39.04,141.79,172.49
174.03,192.12,154.71, ,192.72,289.64, ,19.73,173.38,230.52,280.80,277.27,81.40, ,120.44,233.89,7.08,260.00,217.34,89.98,7.03,218.68,101.15,16.40,46.08,178.32,190.44,58.16, ,105.92,143.75,264.58,247.60, ,182.87,17.60,111.75,255.54,21.29,203.13,4.49,247.33,30.10,124.72,76.36,194.18,291.78,71.62,82.29, ,265.16,128.82,80.31,193.54,174.73,13.86,254.72,159.76,293.16,262.25, ,110.28,180.93,110.29,23.56,13.98,157.74,263.60,62.85,289.29,291.76,187.45,194.24,63.94,143.67,294.01,135.36, , ,206.35,268.85, ,282.83,61.31,28.28,28.23,146.35,137.08,89.27,280.11,105.21,83.46,5.89,2.05,209.24,16.52, , ,123.78,11.11,235.40,42.14,184.71,165.45,274.36,63.06,194.50,266.35,34.95,286.50,82.42,55.35,115.96,45.37,12.59,124.81,95.88, ,280.59,77.07,29.81,65.44,226.28, ,204.24,222.88,5.67,86.48,104.24,103.58,142.17,206.11,64.15,133.94,282.58,52.85,219.19,50.40,10.92,154.11, ,76.98,258.43, ,19.45,94.82
36.15,239.19, , ,244.24,279.12,227.28,211.79,116.61,49.94, ,204.05, , ,148.59,63.32,176.96,135.78,285.99,239.18, ,242.52,14.64,99.32,253.62, ,70.23,138.34,219.61,240.45,23.42,276.19,130.00, ,265.79,22.58,92.31,15.29,123.33,256.48,271.85, ,60.24,207.07,178.09,240.96,245.36,207.58,51.12,74.69,3.37,110.29,20.13, ,54.96,87.15,107.09,221.54,119.23,247.92,79.96,258.77,19.96,106.08,274.27,16.20,147.03,172.27,264.15,246.18,117.84,30.55,92.32,265.79,153.96,229.37,288.30,132.42,111.28,249.77,82.16,147.53,209.99, ,174.14,64.34,71.04,223.80,190.00,261.76,29.85,30.92, ,219.05,172.03,34.69,115.89,87.77,46.05,283.23,171.90,228.56,7.46, ,3.43,164.84, ,194.70,48.70,4.42,254.65,298.10,298.26,106.20,77.41,83.78,16.47,297.06,20.83,271.26,7.94, ,273.13,69.32,253.98,118.21,182.44,219.83,292.92,277.98,111.23,162.74,146.71,168.93,139.25,62.99,181.40,23.65,155.75,268.31,20.75,31.46,81.18,74.98,285.11,153.05
183.20,268.22,134.21,121.64,10.61,122.48,135.12, ,290.87,14.84,259.85,132.06,182.53,238.02, ,290.98,164.81,125.48,204.09,270.19,233.14,210.36,172.81,201.75,36.35,234.18,100.69,269.01,218.06,201.75, ,192.73,285.64,109.87,271.00,88.87,2.70,207.09,242.47,260.07,288.92,95.99,201.61, ,165.34, ,67.09, ,259.82,253.70,18.53,297.73,161.24,90.79,201.55,173.39,109.18,143.05,131.18,111.70,63.80,12.27,44.13,179.10,145.21,30.69,205.17,251.83,22.89,297.33,191.72,78.57, ,221.62,37.09,22.69, ,299.73,165.38, ,44.48,93.82, ,257.56,106.93,148.87,252.00,54.26,16.91,144.62,54.45,259.91,78.31,199.34,271.76,121.90,109.20,14.19,248.23,68.93,181.14,184.98,64.00,276.86,72.08,3.73,177.10,71.52,223.34,33.45,35.58,115.48,25.07,131.26,101.42,28.46,118.00,115.70,152.69,262.91,214.05,51.30,230.29,46.55,93.68,48.73,235.35,274.05,293.88,233.72,5.51,77.86,175.63,5.52, ,268.43,200.16,4.39,165.36,37.86,220.89,67.72, ,231.93,13.63,129.51
21.10,209.53,258.54, , , , ,232.49,178.80,70.95,32.92,207.97,119.05,119.63,79.04,193.40,277.37,40.02,157.93,97.43,34.71,80.53,68.58,214.76,180.58,117.49,183.87,265.41,51.29,172.12,136.61,223.01,88.42,112.45,212.58,62.83,299.83,95.48,156.37,15.79,295.95,250.45,158.73, ,210.02,54.86,137.53,263.36,208.79,63.96,138.96,217.97,273.68,181.73,217.70,57.89,187.92,205.10,49.89, ,259.91,5.34,259.40,263.62, , ,274.88,28.97,107.62,222.41,296.95,86.65, ,41.30,213.55,144.57, ,95.05,189.24,223.63,226.11,59.56,77.26,150.27,283.16,221.45, ,218.40,213.50,192.46,184.14,201.20,69.45,123.77,157.81,216.44,150.28,66.02,180.95,261.16,83.61,208.62,45.90,159.25,234.33,214.19,157.71,147.19,83.96,219.97,195.12,248.23,240.10,156.29,114.70,108.22,36.50,187.48,143.86, , ,98.43, ,256.14,43.85,155.33,103.27,209.93,45.33,179.77,111.61,174.28,109.03,265.55, ,47.94,6.79,47.91,45.70,61.36,288.43,272.41, ,69.51,287.60,168.49
174.43,168.19, ,277.22,174.70, ,222.65,88.14,120.72,58.08,254.73,53.73,147.56,247.32,270.13,31.92,102.30,118.71,255.05,247.70,202.57, , ,123.60,137.60,139.20,9.62,70.83,293.32,120.32,135.47,175.55,229.06,73.74,248.34,75.65,105.12,246.83,103.44,208.64, , ,136.72,141.76,87.72,125.95,75.71,298.49,128.81, ,202.54,177.45,50.98,36.45,20.32,132.64,207.89,105.51, ,129.88,117.94,232.57,125.64,205.30,259.55,51.68,236.66,66.12,77.99,204.44,159.94,239.83, ,13.51,67.32,186.08,41.84,97.38,229.32,191.03,65.21,105.13,161.80,19.99,210.14,234.23,19.54,257.17,249.51,26.43,194.57, , , ,279.01,245.51,113.18,149.88,104.09,200.12,123.74,146.38,164.14,2.89,120.88,251.57, ,268.40,212.07,222.55,129.04,173.76,257.87,63.58, ,167.33,213.04,126.23,274.42,223.14,292.42,250.44,135.57, ,121.70,62.42,90.31,188.94,105.17,136.78,143.00,36.09,26.64,165.54, ,155.90,278.90,53.22,92.32,179.33,10.49,67.13,131.69,243.68,63.77,232.55
 ,46.14,272.80,295.79, ,297.38,168.03,142.56, ,234.88,84.94,120.53,6.71, ,265.31,53.79, ,286.33, ,32.47,115.71,226.02,264.08,248.29,199.68,53.36,25.72,190.24,283.92,272.02,274.59,278.13,266.40,14.71,30.48,158.24,152.43,100.24,7.65,248.62,139.38,12.61,165.36,130.41,219.42,8.47,39.76,222.38,174.16,234.17,284.27,50.83,176.65,253.21,199.60,91.62, ,104.24,69.17,34.48,226.51,226.92,176.67,42.89,87.67,116.99,264.26,43.14,86.05, ,270.35,256.00,132.78,166.22,228.97,71.34,99.81,74.33,84.92,263.22,75.52,84.74,207.46,110.96,80.19, , , ,18.58,231.76,278.74,107.35,39.95,251.86,29.10,33.12,135.41,92.47,85.60,286.08,271.26,159.93,57.08,75.41,23.00,254.05,275.77,153.79,16.17,263.92,277.84,62.22,297.90,191.86,14.98,163.25, ,23.18,229.52,38.07,256.65,259.24,21.00,112.17,36.81,0.64,195.66,144.30,295.58,200.77,13.96,242.33,251.15,262.86,199.16,185.86,46.16,114.20,165.73,103.88,144.19,284.62,102.20,48.76,127.90,176.87
28.25,142.06,84.71,160.07,105.84,139.68,191.02,219.15,180.25,259.29,127.55,64.29,72.84,27.53,62.58,42.61, ,184.66,108.32,230.30,95.41,231.88, ,185.76,223.99,189.59,90.45,127.20,246.88,267.79,100.79,178.80,121.20,28.06,10.72,121.73,113.05,34.80,265.18,227.01,286.56,72.45,133.73,231.74,99.69,55.01,229.90,43.87, ,71.93, ,89.56,249.86, ,284.66,127.39,190.08,191.77,89.01,140.42,200.52,88.36,276.04,29.96,32.71,46.08,23.60,194.20, ,96.81,127.55,77.47,249.97,224.53, ,193.32,171.70,18.10,193.90, ,223.86,281.60,250.07,28.53, ,116.39,77.26,113.53,143.94,87.11,70.83,121.00,140.83,57.99,252.77,153.06,175.74,183.27,7.13,209.19,249.96,136.21,92.05,164.35,96.04,173.95,295.22,131.02,287.67, ,240.44,148.03,16.62,25.38,212.21,106.47,244.85,198.64,224.11,136.41,244.42,34.06,83.08,242.31, ,131.31,257.12,62.14, ,267.22,186.10, , ,241.87,124.63,36.41,288.90,208.85,260.69,44.62,271.92,262.90,118.23,245.73, ,44.96
206.36,265.34,289.07,27.67,82.55,89.83, ,262.65,90.41,283.05,267.11,121.95,243.58,107.00, ,46.13,109.85,103.84,38.28,33.10,146.34,234.14,246.94,198.82,181.63,270.13,89.27,138.60,168.68, ,57.99,172.40,219.23,96.11,163.18, ,229.13,143.17,271.54,254.48,77.18,292.53,152.77,272.41,101.06, ,227.33,179.54,191.35,224.63,93.19,176.50, ,211.87,180.20,53.98, ,131.17,46.30,123.56,150.88,229.16,185.08,191.05,256.23,163.39,69.86,268.67,77.29,158.22,165.80,95.15,95.40,271.28,104.79,269.79,209.77,247.64,55.44,159.46,221.08,192.53,279.42,237.30,146.80,97.89,137.15,13.08,119.36,74.26,79.20,179.82,243.00,83.80,266.14,10.11,266.10,178.15,63.83,2.24, , ,223.22,293.17,280.68,220.66,36.68,98.99, ,41.99,72.62,10.09,50.53,281.98,75.46,16.99,229.75,101.88,150.83,23.04,130.69,7.78,172.25,284.62,296.45,132.70,67.03,84.95,40.11,70.72,294.44,6.48,15.32,254.06,258.37,253.27,112.68,274.69,268.69,73.68,285.90,34.22,49.18,170.49,186.09,204.85
28.92,104.72,19.69,210.38,35.89,67.11,124.71,133.50,1.10,58.56,113.55,39.94,211.93,252.01,151.64,278.55, ,83.27,87.87,135.18,177.94,133.05,123.56,160.00,175.95,275.52,180.72, ,43.45,113.32,78.25,152.33,145.52,140.07,8.39,205.51,160.05,207.36,27.91,46.56,258.16,220.39,294.45,24.00,268.90,33.37,102.29,103.95,106.21,18.13,226.14,188.91,127.99,272.74,178.49,100.77,133.03,257.76,9.84,165.38,119.09,25.89, ,129.85,190.66,187.32,0.01,194.17,238.95,58.94,168.94,195.61, ,216.77,38.74,245.11,205.35,102.88,285.58,61.09,77.98, ,83.23, ,277.40,91.99,280.10,136.78,82.45,269.60,105.71,225.82,212.46,115.02,62.41,202.66,255.36,258.45,63.87,150.49,14.57,9.11,129.32,53.00,288.26,210.99,30.93, , ,267.98, ,30.38,161.39,15.79,112.33,205.90,163.72,220.32,256.28,235.53,267.99,90.44, ,184.41,195.09,264.92,289.03,193.45,85.03,65.24,159.67,132.95,242.20,285.74,36.40,283.93,168.73,229.01,189.51,180.85, ,145.77,131.66,141.13,154.45, 
81.51,24.84,113.54,294.58,15.44,0.01,169.55,130.60,28.06,211.99,104.72,54.67,186.28,193.53,278.53,13.76,130.12,274.50,5.64,42.95,0.06, ,169.61,151.06,239.76,180.16,275.91,203.34,121.06,221.84,5.95,202.22,133.96,40.49,246.46,120.58,9.62,288.00, ,139.06,15.01,27.57,286.15,67.01,83.41,236.29, ,240.12,166.37,114.92,151.70,216.42,28.92,135.82,105.27,155.98,226.07,280.25,152.37,156.76,26.01,103.12,51.57, ,217.94,286.91,269.02,41.21, ,267.25,94.13,288.18,25.20,116.34,4.00,248.04,135.54, ,238.66,163.52, ,81.46,130.85, ,179.15,9.55, ,86.67,287.23,0.60,289.11,17.87,85.66,153.88,239.97,159.85,129.35,55.86,240.97,117.07,65.86,18.77,279.24,72.71,180.29,278.89,190.26, ,275.92,16.39,202.64,56.96,111.58,170.42,139.69,139.46,123.00,167.68,183.23,217.94,153.40,128.59,181.52, ,157.43,201.71,290.64,111.51,295.50,275.62,149.91,157.36,155.76,166.50, ,139.61,94.28,210.18,15.81, ,201.13,136.21,3.67,286.76,232.06,125.40
0.16,240.44,274.14, ,140.64,163.44,16.11,273.26,180.59,17.98,190.20,65.01,270.77,279.79,123.92,211.35,262.21,272.05,160.81,38.59,165.44,281.70,159.75,107.83,244.03,269.13,92.91,127.25,226.00,149.63,69.08,81.53,247.64,151.02,121.82, ,287.26,91.60,251.39,276.64, ,102.45,124.80,294.99,259.03,59.08,270.91,169.63,159.46,106.01,225.73,200.07,215.10,127.23,243.09,60.55,164.35, , ,58.35,241.20,111.64,126.04,128.44,134.98,112.95,298.37,168.84, ,83.94,201.54,133.25,228.39, ,91.38, ,149.73,170.02,266.02,293.15,298.74,183.55,101.78,285.01,293.39,214.77,73.60,245.18,191.62,274.91,264.95,60.11, ,230.13,59.04,274.94,99.16,291.15,65.55,70.81,109.08,120.78,27.87,131.59,128.72,209.63,270.11,20.12,241.28,66.58,50.68,107.92,5.30,235.64,214.77,276.86,260.71,210.26, ,41.85,163.45,132.92,17.11,143.58,222.47,168.49,144.51,30.71,215.32,230.00,44.54,263.02,197.16,278.65,95.39,109.03,67.51, ,84.63,225.88,145.60,55.02,164.22,99.10, ,228.88
 ,273.42,129.55,222.18,20.46,285.60,216.96,108.48, ,193.11,252.63, ,272.34,296.04,99.70, ,280.06,83.71,297.44,276.13,30.91, ,138.84,100.68, , ,214.71,102.27,75.76, ,48.10,220.45, ,15.60,96.33,263.51,37.05,219.04,103.16,136.01,237.32,297.79,145.85,156.84,209.25,130.03,280.70,54.12,262.88,45.17,109.33,2.12,80.93,222.68, ,58.69,243.86, ,277.57,36.37,89.34,67.01,79.29,65.97, ,28.85,258.24,12.46,90.18,47.85,81.53,17.89, ,261.76, ,239.33,218.27,66.17,140.74,243.18, ,76.59,80.36,59.76,292.17,258.61,74.53,232.54,287.85,64.49,208.35,188.94,164.65,251.34,103.42,271.72,288.40,93.39,28.02,237.18,179.83,171.21,165.74,260.83,176.50,103.20,271.70,270.03,254.81,164.88,158.26,50.10,184.91,215.41,296.65,233.13,48.38,130.85,208.08,67.72,117.00,169.44,163.06,225.05,60.85,176.10,226.53,65.76,69.70,24.38,133.77,242.83,61.85,96.27, ,163.99,282.37,223.97,197.97,296.12,124.30,191.93,12.59,109.17,187.83,148.42
224.10,197.02,167.78,202.53,136.07,192.23,101.43,189.52,179.65,15.23,271.70,47.35,25.30, ,213.13, ,167.31,62.67, ,230.45,179.74,171.10,260.40,47.69,179.06,256.24,62.32,36.40,7.53,294.77,129.02,110.89,75.21,148.43,259.06,174.57,147.04,85.05,35.21,184.04,179.82,278.97,100.47,211.62,36.06,272.04, ,82.94,189.51,99.27,23.84,203.62,25.19,247.69,284.50,16.67,260.25,177.75, ,193.12,65.41, ,37.46,134.69,45.10,185.18,53.25,22.52,71.66,206.16,180.34,99.77,89.44, ,267.19,11.37,76.42, ,96.81,183.76,234.63,255.70,73.24,28.83,265.82,143.47,119.84,62.65,220.82,279.63,119.28,286.14,18.46,69.08,177.16,46.78, ,2.49,254.94,260.43,277.26, ,149.25,217.98,100.38,63.99,113.58,22.06,162.85,162.65,155.79,184.77,151.60,205.06,21.40, ,72.09,104.56,43.01,184.24,85.71,18.90,136.63,187.78,65.02,99.01,84.09,181.72,290.42,191.72,269.58,117.26,1.99,7.94, ,192.18,292.86,18.82,51.86,46.36,286.00,87.22,58.75,164.67,216.46,237.13
 ,45.36,124.10,29.17, ,236.32,92.27,239.45,87.76,32.06,279.53,108.78,1.02,292.79,212.93, , ,199.35,195.42,185.08,35.86,35.12,41.34,201.36, ,289.12,270.53,251.62,232.02,289.62,11.17,12.48,133.85,119.77,57.97,79.90,162.33, ,134.51,163.25,119.14,24.99,72.25,42.86,80.25,50.47,72.40,192.28,39.63,112.59,112.80,14.35,101.38,149.41,249.71, ,68.84,296.74,186.63,202.93,225.22,297.95,36.56,297.30,243.37,141.97,164.94, ,278.48,3.52,118.30,140.55,22.07,86.80,141.56,85.08,156.98, ,262.00,290.73,115.18,11.44,111.91,38.19,154.85,7.59,38.91, ,128.96,78.21,165.03,147.52,8.81,299.35,266.51,86.55,200.33,237.25,132.56, ,136.63,116.28,251.23,105.05,284.15,152.73,252.97,47.44,81.31,202.42,18.45,263.67,187.90,181.51,116.87,241.07,263.63, ,214.85,202.79,196.69,142.09,243.69,144.04,295.90,49.18,214.42,136.69, ,121.01,270.04,35.34, ,298.97,289.13,180.99,203.18,182.64,174.29,259.86,273.09,214.30,128.78, , ,287.41
86.48, ,24.36,164.82, ,133.28,275.73,96.79,91.96,224.18,105.75,284.57, ,198.88,268.57,160.13,15.01,20.53,97.52, ,262.34,167.47,165.51,109.90,22.10,241.73,168.10,130.32,126.32,51.55,238.68,87.56, ,231.37,136.78,238.14, ,198.78,86.86, ,196.76,275.11,268.32,266.72,51.71,142.11,170.94, ,250.09, ,44.26,26.49,117.36,123.38,163.40,195.45,186.20,254.28,190.82,82.70,238.39,276.92,156.22,150.05,97.95,249.95,95.63,23.25,241.06, ,104.47,217.02,266.04, ,127.35,209.04,57.57,44.45,227.94,182.36, ,280.31,267.35,180.77, ,93.75,292.42,289.32,32.35,38.29,7.91,241.61,75.69,64.38,33.68,20.80,70.31,196.34,5.55,36.23,164.65,134.18,245.31,229.32,144.97,19.22,133.25,69.84,260.01, ,293.69,49.88,196.85,106.06,93.62,88.54,289.58,177.13,163.83,75.96,145.60,160.71,176.82,68.33,81.55, ,75.24,164.71, ,252.78,278.25,215.95,89.35, , ,52.17,267.11,290.62,171.69,111.20,272.86,134.27,82.07,129.65,113.80,37.10
